pairId,tenderA_id,tenderB_id,departmentA,departmentB,sameDepartment,categoryA,categoryB,categoryGroupA,categoryGroupB,categorySimilarity,categoryRelation,titleA,titleB,titleSimilarity,descriptionSimilarity,districtA,districtB,sameDistrict,latitudeA,longitudeA,latitudeB,longitudeB,distanceMeters,distanceKm,conflictRadiusMeters,yearA,yearB,generationStrategy,labelSource,conflictLabel
TN/RDPR/2021/55_TN/TWAD/2021/71,TN/RDPR/2021/55,TN/TWAD/2021/71,Rural Development and Panchayat Raj Department,Tamil Nadu Water Supply and Drainage Board,False,Flyover Construction,e-Governance System Development,ROAD,IT,0.064,Unrelated,Providing Flyover Construction at Karur under State Plan,Providing e-Governance System Development at Tiruchirappalli Zone 2,0.472,0.027,Karur,Tiruchirappalli,False,10.904336,78.066206,9.842947,79.913932,234033.66,234.034,5000,2021,2021,negative_unrelated_far,rule_based_synthetic,0
TN/PWD/2025/31_TN/TANGEDCO/2023/68,TN/PWD/2025/31,TN/TANGEDCO/2023/68,Public Works Department,Tamil Nadu Generation and Distribution Corporation,False,Road Construction,Street Lighting Installation,ROAD,POWER,0.549,Related,Maintenance and Repair of Road Construction at Namakkal Zone 1,Installation of Street Lighting Installation at Namakkal Zone 1,0.544,0.15,Namakkal,Namakkal,True,11.237432,78.187555,11.234836,78.214917,2998.13,2.998,5000,2025,2023,positive_related_diff_category_close,rule_based_synthetic,1
TN/WRD/2021/4_TN/WRD/2025/5,TN/WRD/2021/4,TN/WRD/2025/5,Water Resources Department,Water Resources Department,True,Sewerage Construction,Sewerage Construction,WATER,WATER,0.987,Related,Supply and Commissioning of Sewerage Construction at Thoothukudi Package A,Supply and Commissioning of Sewerage Construction at Thoothukudi Stage 1,0.945,0.087,Thoothukudi,Thoothukudi,True,8.860207,78.104475,8.832641,78.122394,3643.02,3.643,5000,2021,2025,positive_same_category_close,rule_based_synthetic,1
TN/HWD/2026/81_TN/TOURISM/2025/23,TN/TOURISM/2025/23,TN/HWD/2026/81,Tourism Department,Highways Department,False,Irrigation Canal Construction,Road Repair and Maintenance,AGRI,ROAD,0.077,Unrelated,Installation of Irrigation Canal Construction at Virudhunagar,Upgradation of Road Repair and Maintenance at Virudhunagar Phase I,0.535,0.032,Virudhunagar,Virudhunagar,True,9.536171,77.993886,9.510806,77.981763,3118.08,3.118,5000,2025,2026,hard_negative_close_unrelated,rule_based_synthetic,0
TN/TANGEDCO/2024/233_TN/TWAD/2026/69,TN/TWAD/2026/69,TN/TANGEDCO/2024/233,Tamil Nadu Water Supply and Drainage Board,Tamil Nadu Generation and Distribution Corporation,False,Sewerage Construction,Transformer Installation,WATER,POWER,0.122,Unrelated,Maintenance and Repair of Sewerage Construction at Dindigul Stage 1,Construction of Transformer Installation at Virudhunagar Phase II,0.333,0.058,Dindigul,Virudhunagar,False,10.469433,77.972116,10.656278,77.519453,53665.7,53.666,5000,2026,2024,negative_unrelated_far,rule_based_synthetic,0
TN/TANGEDCO/2026/124_TN/WRD/2023/113,TN/TANGEDCO/2026/124,TN/WRD/2023/113,Tamil Nadu Generation and Distribution Corporation,Water Resources Department,False,Street Lighting Installation,Water Treatment Plant Construction,POWER,WATER,0.127,Unrelated,Maintenance and Repair of Street Lighting Installation at Vellore,Development of Water Treatment Plant Construction at Vellore Phase II,0.478,0.089,Vellore,Vellore,True,12.861124,79.152793,13.726526,80.045243,136333.2,136.333,5000,2026,2023,negative_unrelated_far,rule_based_synthetic,0
TN/FISHERIES/2026/15_TN/SED/2021/28,TN/SED/2021/28,TN/FISHERIES/2026/15,School Education Department,Fisheries Department,False,Building Construction,Survey and Documentation Services,BUILD,SERVICES,0.071,Unrelated,Upgradation of Building Construction at Thoothukudi Zone 2,Providing Survey and Documentation Services at Krishnagiri,0.31,0.091,Thoothukudi,Krishnagiri,False,8.757856,78.063137,6.642419,76.553117,288122.08,288.122,5000,2021,2026,negative_unrelated_far,rule_based_synthetic,0
TN/AGRI/2026/136_TN/IT/2024/102,TN/IT/2024/102,TN/AGRI/2026/136,Information Technology Department,Agriculture Department,False,Software Development,Farm Pond Construction,IT,AGRI,0.078,Unrelated,Upgradation of Software Development at Vellore Package B,Upgradation of Farm Pond Construction at Vellore Zone 1,0.631,0.345,Vellore,Vellore,True,12.964822,79.049854,12.970808,79.067168,1990.7,1.991,5000,2024,2026,hard_negative_close_unrelated,rule_based_synthetic,0
TN/TRANSPORT/2024/6_TN/WRD/2023/45,TN/TRANSPORT/2024/6,TN/WRD/2023/45,Transport Department,Water Resources Department,False,Irrigation Canal Construction,Drainage Construction,AGRI,WATER,0.551,Related,Upgradation of Irrigation Canal Construction at Vellore Zone 2,Development of Drainage Construction at Vellore Stage 1,0.632,0.915,Vellore,Vellore,True,12.95486,79.076924,12.987958,79.093662,4102.96,4.103,5000,2024,2023,positive_related_diff_category_close,rule_based_synthetic,1
TN/SED/2021/54_TN/TANGEDCO/2025/272,TN/TANGEDCO/2025/272,TN/SED/2021/54,Tamil Nadu Generation and Distribution Corporation,School Education Department,False,Street Lighting Installation,Building Construction,POWER,BUILD,0.461,Related,Improvement of Street Lighting Installation at Madurai Phase II,Construction of Building Construction at Thoothukudi under Centrally Sponsored Scheme,0.405,0.782,Madurai,Thoothukudi,False,9.956098,78.133551,10.931486,77.714195,117754.22,117.754,5000,2025,2021,hard_negative_related_far,rule_based_synthetic,0
TN/RDPR/2026/26_TN/TANGEDCO/2021/81,TN/RDPR/2026/26,TN/TANGEDCO/2021/81,Rural Development and Panchayat Raj Department,Tamil Nadu Generation and Distribution Corporation,False,Road Repair and Maintenance,Street Lighting Installation,ROAD,POWER,0.536,Related,Installation of Road Repair and Maintenance at Thanjavur,Supply and Commissioning of Street Lighting Installation at Thanjavur under State Plan,0.352,0.143,Thanjavur,Thanjavur,True,10.77219,79.185053,10.792891,79.158151,3732.77,3.733,5000,2026,2021,positive_related_diff_category_close,rule_based_synthetic,1
TN/SED/2024/26_TN/TANGEDCO/2025/92,TN/TANGEDCO/2025/92,TN/SED/2024/26,Tamil Nadu Generation and Distribution Corporation,School Education Department,False,Electrical Substation Construction,Housing Scheme Construction,POWER,BUILD,0.351,Related,Development of Electrical Substation Construction at Tirunelveli Phase II,Construction of Housing Scheme Construction at Tirunelveli Phase I,0.662,0.012,Tirunelveli,Tirunelveli,True,8.777231,77.764046,8.764742,77.727147,4286.2,4.286,5000,2025,2024,positive_related_diff_category_close,rule_based_synthetic,1
TN/RDPR/2025/61_TN/TRANSPORT/2025/18,TN/RDPR/2025/61,TN/TRANSPORT/2025/18,Rural Development and Panchayat Raj Department,Transport Department,False,Flyover Construction,Survey and Documentation Services,ROAD,SERVICES,0.071,Unrelated,Installation of Flyover Construction at Krishnagiri,Installation of Survey and Documentation Services at Thoothukudi Package B,0.528,0.787,Krishnagiri,Thoothukudi,False,12.485977,78.120729,12.272401,78.902823,88200.27,88.2,5000,2025,2025,negative_unrelated_far,rule_based_synthetic,0
TN/AGRI/2022/3_TN/WRD/2024/10,TN/WRD/2024/10,TN/AGRI/2022/3,Water Resources Department,Agriculture Department,False,Agricultural Godown Construction,Agricultural Godown Construction,AGRI,AGRI,0.945,Related,Supply and Commissioning of Agricultural Godown Construction at Tirunelveli,Construction of Agricultural Godown Construction at Tirunelveli Zone 1,0.786,0.26,Tirunelveli,Tirunelveli,True,8.668497,77.802433,8.676782,77.77619,3028.26,3.028,5000,2024,2022,positive_same_category_close,rule_based_synthetic,1
TN/HWD/2024/10_TN/RDPR/2023/10,TN/HWD/2024/10,TN/RDPR/2023/10,Highways Department,Rural Development and Panchayat Raj Department,False,Bridge Construction,Bridge Construction,ROAD,ROAD,0.944,Related,Installation of Bridge Construction at Thanjavur,Supply and Commissioning of Bridge Construction at Thanjavur Phase II,0.701,0.023,Thanjavur,Thanjavur,True,10.761431,79.045705,10.738199,79.016471,4107.63,4.108,5000,2024,2023,positive_same_category_close,rule_based_synthetic,1
TN/AGRI/2023/28_TN/TWAD/2024/30,TN/AGRI/2023/28,TN/TWAD/2024/30,Agriculture Department,Tamil Nadu Water Supply and Drainage Board,False,Farm Pond Construction,Sewerage Construction,AGRI,WATER,0.625,Related,Maintenance and Repair of Farm Pond Construction at Coimbatore Package A,Improvement of Sewerage Construction at Coimbatore under Centrally Sponsored Scheme,0.49,0.081,Coimbatore,Coimbatore,True,11.088072,76.916926,11.084871,76.878877,4167.13,4.167,5000,2023,2024,positive_related_diff_category_close,rule_based_synthetic,1
TN/MAWS/2026/106_TN/WRD/2021/224,TN/WRD/2021/224,TN/MAWS/2026/106,Water Resources Department,Municipal Administration and Water Supply Department,False,Irrigation Canal Construction,Water Pipeline Construction,AGRI,WATER,0.574,Related,Improvement of Irrigation Canal Construction at Kanyakumari Package B,Installation of Water Pipeline Construction at Thoothukudi Stage 1,0.533,0.067,Kanyakumari,Thoothukudi,False,8.084708,77.639937,8.225281,78.64069,111256.85,111.257,5000,2021,2026,hard_negative_related_far,rule_based_synthetic,0
TN/HEALTH/2021/3_TN/HOUSING/2025/4,TN/HOUSING/2025/4,TN/HEALTH/2021/3,Housing and Urban Development Department,Health and Family Welfare Department,False,Building Construction,Building Construction,BUILD,BUILD,0.961,Related,Supply and Commissioning of Building Construction at Ariyalur Phase II,Construction of Building Construction at Ariyalur under State Plan,0.691,0.031,Ariyalur,Ariyalur,True,11.180613,79.147557,11.14441,79.160717,4273.93,4.274,5000,2025,2021,positive_same_category_close,rule_based_synthetic,1
TN/RDPR/2022/24_TN/TWAD/2022/33,TN/TWAD/2022/33,TN/RDPR/2022/24,Tamil Nadu Water Supply and Drainage Board,Rural Development and Panchayat Raj Department,False,Water Pipeline Construction,Flyover Construction,WATER,ROAD,0.672,Related,Upgradation of Water Pipeline Construction at Karur under State Plan,Providing Flyover Construction at Karur Stage 1,0.557,0.639,Karur,Karur,True,11.055932,78.051682,11.035117,78.057618,2403.48,2.403,5000,2022,2022,positive_related_diff_category_close,rule_based_synthetic,1
TN/AGRI/2025/68_TN/PWD/2025/92,TN/AGRI/2025/68,TN/PWD/2025/92,Agriculture Department,Public Works Department,False,Farm Pond Construction,Road Construction,AGRI,ROAD,0.144,Unrelated,Installation of Farm Pond Construction at Namakkal under Centrally Sponsored Scheme,Development of Road Construction at Thoothukudi Phase II,0.388,0.065,Namakkal,Thoothukudi,False,11.302228,78.197625,12.145358,77.993735,96343.98,96.344,5000,2025,2025,negative_unrelated_far,rule_based_synthetic,0
TN/TANGEDCO/2024/341_TN/TRANSPORT/2024/26,TN/TANGEDCO/2024/341,TN/TRANSPORT/2024/26,Tamil Nadu Generation and Distribution Corporation,Transport Department,False,Transformer Installation,Housekeeping and Cleaning Services,POWER,SERVICES,0.024,Unrelated,Maintenance and Repair of Transformer Installation at Ariyalur,Providing Housekeeping and Cleaning Services at Ariyalur Stage 1,0.429,0.034,Ariyalur,Ariyalur,True,11.104872,79.061464,11.105462,79.042452,2075.49,2.075,5000,2024,2024,hard_negative_close_unrelated,rule_based_synthetic,0
TN/MSME/2021/32_TN/RDPR/2025/98,TN/RDPR/2025/98,TN/MSME/2021/32,Rural Development and Panchayat Raj Department,Micro Small and Medium Enterprises Department,False,Road Construction,Consultancy Services,ROAD,SERVICES,0.047,Unrelated,Providing Road Construction at Krishnagiri,Construction of Consultancy Services at Krishnagiri under Centrally Sponsored Scheme,0.429,0.036,Krishnagiri,Krishnagiri,True,12.489864,78.227327,12.511939,78.225901,2459.5,2.46,5000,2025,2021,hard_negative_close_unrelated,rule_based_synthetic,0
TN/HEALTH/2025/46_TN/HWD/2026/61,TN/HWD/2026/61,TN/HEALTH/2025/46,Highways Department,Health and Family Welfare Department,False,Flyover Construction,Housing Scheme Construction,ROAD,BUILD,0.154,Unrelated,Installation of Flyover Construction at Tirunelveli Package A,Providing Housing Scheme Construction at Salem,0.393,0.068,Tirunelveli,Salem,False,8.723838,77.751615,9.835562,77.257409,134991.32,134.991,5000,2026,2025,negative_unrelated_far,rule_based_synthetic,0
TN/AGRI/2021/123_TN/TWAD/2024/101,TN/AGRI/2021/123,TN/TWAD/2024/101,Agriculture Department,Tamil Nadu Water Supply and Drainage Board,False,Irrigation Canal Construction,Canal Lining Work,AGRI,WATER,0.569,Related,Providing Irrigation Canal Construction at Krishnagiri under Centrally Sponsored Scheme,Installation of Canal Lining Work at Kanyakumari Zone 2,0.408,0.26,Krishnagiri,Kanyakumari,False,12.520632,78.209483,11.375173,76.710148,206943.58,206.944,5000,2021,2024,hard_negative_related_far,rule_based_synthetic,0
TN/HOUSING/2024/13_TN/TANGEDCO/2023/27,TN/TANGEDCO/2023/27,TN/HOUSING/2024/13,Tamil Nadu Generation and Distribution Corporation,Housing and Urban Development Department,False,Power Transmission Line Construction,Power Transmission Line Construction,POWER,POWER,0.975,Related,Improvement of Power Transmission Line Construction at Salem under Centrally Sponsored Scheme,Maintenance and Repair of Power Transmission Line Construction at Salem Package A,0.621,0.82,Salem,Salem,True,11.660596,78.075653,11.679161,78.050248,3451.82,3.452,5000,2023,2024,positive_same_category_close,rule_based_synthetic,1
TN/TANGEDCO/2026/122_TN/TWAD/2025/45,TN/TANGEDCO/2026/122,TN/TWAD/2025/45,Tamil Nadu Generation and Distribution Corporation,Tamil Nadu Water Supply and Drainage Board,False,Power Transmission Line Construction,Sewerage Construction,POWER,WATER,0.183,Unrelated,Construction of Power Transmission Line Construction at Ariyalur,Improvement of Sewerage Construction at Namakkal Phase II,0.512,0.6,Ariyalur,Namakkal,False,11.213874,79.108653,10.354059,79.129296,95633.65,95.634,5000,2026,2025,negative_unrelated_far,rule_based_synthetic,0
TN/AGRI/2021/96_TN/HWD/2023/57,TN/HWD/2023/57,TN/AGRI/2021/96,Highways Department,Agriculture Department,False,Highway Development,Agricultural Godown Construction,ROAD,AGRI,0.059,Unrelated,Construction of Highway Development at Karur Package B,Supply and Commissioning of Agricultural Godown Construction at Salem Phase II,0.333,0.033,Karur,Salem,False,11.037189,78.057943,8.571612,76.55404,319863.53,319.864,5000,2023,2021,negative_unrelated_far,rule_based_synthetic,0
TN/INDUSTRIES/2026/24_TN/PWD/2023/115,TN/PWD/2023/115,TN/INDUSTRIES/2026/24,Public Works Department,Industries Department,False,Community Hall Construction,Bridge Construction,BUILD,ROAD,0.2,Unrelated,Installation of Community Hall Construction at Virudhunagar Phase I,Maintenance and Repair of Bridge Construction at Salem Phase I,0.558,0.045,Virudhunagar,Salem,False,9.645208,77.992797,8.362199,78.954247,177488.05,177.488,5000,2023,2026,negative_unrelated_far,rule_based_synthetic,0
TN/TANGEDCO/2022/333_TN/WRD/2022/264,TN/WRD/2022/264,TN/TANGEDCO/2022/333,Water Resources Department,Tamil Nadu Generation and Distribution Corporation,False,Agricultural Godown Construction,Power Transmission Line Construction,AGRI,POWER,0.114,Unrelated,Construction of Agricultural Godown Construction at Virudhunagar Zone 1,Supply and Commissioning of Power Transmission Line Construction at Virudhunagar Stage 1,0.541,0.082,Virudhunagar,Virudhunagar,True,9.628017,77.917152,9.623417,77.908373,1089.91,1.09,5000,2022,2022,hard_negative_close_unrelated,rule_based_synthetic,0
TN/FOREST/2025/15_TN/WRD/2021/152,TN/FOREST/2025/15,TN/WRD/2021/152,Forest Department,Water Resources Department,False,Survey and Documentation Services,Water Pipeline Construction,SERVICES,WATER,0.032,Unrelated,Construction of Survey and Documentation Services at Kanyakumari under State Plan,Providing Water Pipeline Construction at Nagapattinam under State Plan,0.49,0.04,Kanyakumari,Nagapattinam,False,8.003508,77.519837,8.661433,74.689193,319905.59,319.906,5000,2025,2021,negative_unrelated_far,rule_based_synthetic,0
TN/IT/2026/65_TN/MAWS/2021/74,TN/IT/2026/65,TN/MAWS/2021/74,Information Technology Department,Municipal Administration and Water Supply Department,False,Web Portal Development,Sewerage Construction,IT,WATER,0.052,Unrelated,Providing Web Portal Development at Thoothukudi,Construction of Sewerage Construction at Chennai Package A,0.19,0.594,Thoothukudi,Chennai,False,8.829149,78.051923,9.211091,78.283211,49485.95,49.486,5000,2026,2021,negative_unrelated_far,rule_based_synthetic,0
TN/INDUSTRIES/2024/34_TN/TWAD/2024/128,TN/TWAD/2024/128,TN/INDUSTRIES/2024/34,Tamil Nadu Water Supply and Drainage Board,Industries Department,False,Water Treatment Plant Construction,Security Services,WATER,SERVICES,0.135,Unrelated,Upgradation of Water Treatment Plant Construction at Krishnagiri Phase I,Improvement of Security Services at Krishnagiri Stage 1,0.488,0.294,Krishnagiri,Krishnagiri,True,12.533805,78.217329,12.55339,78.225264,2341.88,2.342,5000,2024,2024,hard_negative_close_unrelated,rule_based_synthetic,0
TN/HWD/2022/96_TN/IT/2022/94,TN/HWD/2022/96,TN/IT/2022/94,Highways Department,Information Technology Department,False,Consultancy Services,e-Governance System Development,SERVICES,IT,0.138,Unrelated,Construction of Consultancy Services at Krishnagiri,Supply and Commissioning of e-Governance System Development at Krishnagiri under Centrally Sponsored Scheme,0.443,0.062,Krishnagiri,Krishnagiri,True,12.507748,78.235056,12.506209,78.233051,276.87,0.277,5000,2022,2022,hard_negative_close_unrelated,rule_based_synthetic,0
TN/HED/2024/4_TN/IT/2026/6,TN/HED/2024/4,TN/IT/2026/6,Higher Education Department,Information Technology Department,False,Software Development,Software Development,IT,IT,0.932,Related,Improvement of Software Development at Krishnagiri under Centrally Sponsored Scheme,Maintenance and Repair of Software Development at Krishnagiri Zone 1,0.609,0.381,Krishnagiri,Krishnagiri,True,12.508309,78.220041,12.524394,78.239664,2781.44,2.781,5000,2024,2026,positive_same_category_close,rule_based_synthetic,1
TN/HOUSING/2024/37_TN/TWAD/2024/49,TN/HOUSING/2024/37,TN/TWAD/2024/49,Housing and Urban Development Department,Tamil Nadu Water Supply and Drainage Board,False,Community Hall Construction,Power Transmission Line Construction,BUILD,POWER,0.365,Related,Installation of Community Hall Construction at Sivaganga Stage 1,Supply and Commissioning of Power Transmission Line Construction at Sivaganga Phase I,0.537,0.05,Sivaganga,Sivaganga,True,9.854229,78.568056,9.875242,78.576102,2497.27,2.497,5000,2024,2024,positive_related_diff_category_close,rule_based_synthetic,1
TN/RDPR/2023/65_TN/TANGEDCO/2026/191,TN/TANGEDCO/2026/191,TN/RDPR/2023/65,Tamil Nadu Generation and Distribution Corporation,Rural Development and Panchayat Raj Department,False,Power Transmission Line Construction,Road Construction,POWER,ROAD,0.591,Related,Installation of Power Transmission Line Construction at Virudhunagar Stage 1,Supply and Commissioning of Road Construction at Cuddalore,0.522,0.069,Virudhunagar,Cuddalore,False,9.608125,77.885445,10.15738,77.521315,72946.31,72.946,5000,2026,2023,hard_negative_related_far,rule_based_synthetic,0
TN/HWD/2023/15_TN/RDPR/2021/15,TN/RDPR/2021/15,TN/HWD/2023/15,Rural Development and Panchayat Raj Department,Highways Department,False,Bridge Construction,Bridge Construction,ROAD,ROAD,0.977,Related,Construction of Bridge Construction at Thanjavur under State Plan,Construction of Bridge Construction at Thanjavur Zone 2,0.867,0.905,Thanjavur,Thanjavur,True,10.715431,79.079823,10.732685,79.04706,4061.2,4.061,5000,2021,2023,positive_same_category_close,rule_based_synthetic,1
TN/FOREST/2024/37_TN/TANGEDCO/2026/297,TN/TANGEDCO/2026/297,TN/FOREST/2024/37,Tamil Nadu Generation and Distribution Corporation,Forest Department,False,Street Lighting Installation,Housekeeping and Cleaning Services,POWER,SERVICES,0.142,Unrelated,Supply and Commissioning of Street Lighting Installation at Salem Zone 1,Supply and Commissioning of Housekeeping and Cleaning Services at Salem Phase I,0.636,0.747,Salem,Salem,True,11.598975,78.204312,11.601113,78.200233,503.91,0.504,5000,2026,2024,hard_negative_close_unrelated,rule_based_synthetic,0
TN/SED/2024/29_TN/TANGEDCO/2023/143,TN/SED/2024/29,TN/TANGEDCO/2023/143,School Education Department,Tamil Nadu Generation and Distribution Corporation,False,Building Construction,Power Transmission Line Construction,BUILD,POWER,0.519,Related,Providing Building Construction at Madurai Phase II,Providing Power Transmission Line Construction at Madurai Package A,0.712,0.03,Madurai,Madurai,True,9.90006,78.116817,9.865699,78.135266,4322.35,4.322,5000,2024,2023,positive_related_diff_category_close,rule_based_synthetic,1
TN/HEALTH/2026/40_TN/WRD/2022/134,TN/WRD/2022/134,TN/HEALTH/2026/40,Water Resources Department,Health and Family Welfare Department,False,Farm Pond Construction,Hospital Building Construction,AGRI,BUILD,0.089,Unrelated,Upgradation of Farm Pond Construction at Madurai under State Plan,Providing Hospital Building Construction at Virudhunagar Package B,0.412,0.818,Madurai,Virudhunagar,False,9.819991,78.140226,9.057557,78.135428,84780.43,84.78,5000,2022,2026,negative_unrelated_far,rule_based_synthetic,0
TN/FOREST/2023/1_TN/MSME/2026/1,TN/MSME/2026/1,TN/FOREST/2023/1,Micro Small and Medium Enterprises Department,Forest Department,False,Housekeeping and Cleaning Services,Housekeeping and Cleaning Services,SERVICES,SERVICES,0.993,Related,Upgradation of Housekeeping and Cleaning Services at Coimbatore under State Plan,Supply and Commissioning of Housekeeping and Cleaning Services at Coimbatore Phase II,0.752,0.03,Coimbatore,Coimbatore,True,10.940936,77.027261,10.967533,76.999894,4203.86,4.204,5000,2026,2023,positive_same_category_close,rule_based_synthetic,1
TN/HWD/2022/63_TN/TANGEDCO/2021/238,TN/HWD/2022/63,TN/TANGEDCO/2021/238,Highways Department,Tamil Nadu Generation and Distribution Corporation,False,Highway Development,Street Lighting Installation,ROAD,POWER,0.478,Related,Maintenance and Repair of Highway Development at Virudhunagar under State Plan,Improvement of Street Lighting Installation at Karur Package B,0.271,0.075,Virudhunagar,Karur,False,9.559981,78.04568,9.706917,75.576054,271229.36,271.229,5000,2022,2021,hard_negative_related_far,rule_based_synthetic,0
TN/HWD/2025/88_TN/TANGEDCO/2026/243,TN/TANGEDCO/2026/243,TN/HWD/2025/88,Tamil Nadu Generation and Distribution Corporation,Highways Department,False,Power Transmission Line Construction,Flyover Construction,POWER,ROAD,0.526,Related,Improvement of Power Transmission Line Construction at Erode Zone 2,Supply and Commissioning of Flyover Construction at Thanjavur Phase II,0.496,0.767,Erode,Thanjavur,False,11.39581,77.69491,11.159933,77.821072,29617.54,29.618,5000,2026,2025,hard_negative_related_far,rule_based_synthetic,0
TN/HEALTH/2024/34_TN/TANGEDCO/2024/172,TN/HEALTH/2024/34,TN/TANGEDCO/2024/172,Health and Family Welfare Department,Tamil Nadu Generation and Distribution Corporation,False,School Building Construction,Power Transmission Line Construction,BUILD,POWER,0.432,Related,Supply and Commissioning of School Building Construction at Chennai under Centrally Sponsored Scheme,Development of Power Transmission Line Construction at Chennai under State Plan,0.514,0.074,Chennai,Chennai,True,13.131146,80.344289,13.125245,80.308531,3927.39,3.927,5000,2024,2024,positive_related_diff_category_close,rule_based_synthetic,1
TN/TANGEDCO/2023/217_TN/TWAD/2024/75,TN/TWAD/2024/75,TN/TANGEDCO/2023/217,Tamil Nadu Water Supply and Drainage Board,Tamil Nadu Generation and Distribution Corporation,False,Sewerage Construction,Power Transmission Line Construction,WATER,POWER,0.145,Unrelated,Development of Sewerage Construction at Tiruchirappalli Stage 1,Upgradation of Power Transmission Line Construction at Chennai Package B,0.533,0.029,Tiruchirappalli,Chennai,False,10.768251,78.675457,11.328741,75.577856,343747.51,343.748,5000,2024,2023,negative_unrelated_far,rule_based_synthetic,0
TN/SOCIALWELFARE/2022/6_TN/TRANSPORT/2025/6,TN/TRANSPORT/2025/6,TN/SOCIALWELFARE/2022/6,Transport Department,Social Welfare Department,False,Survey and Documentation Services,Survey and Documentation Services,SERVICES,SERVICES,0.96,Related,Installation of Survey and Documentation Services at Madurai,Construction of Survey and Documentation Services at Madurai under Centrally Sponsored Scheme,0.719,0.947,Madurai,Madurai,True,9.937496,78.052932,9.911831,78.035907,3409.05,3.409,5000,2025,2022,positive_same_category_close,rule_based_synthetic,1
TN/HED/2023/30_TN/TANGEDCO/2021/148,TN/HED/2023/30,TN/TANGEDCO/2021/148,Higher Education Department,Tamil Nadu Generation and Distribution Corporation,False,Web Portal Development,Street Lighting Installation,IT,POWER,0.067,Unrelated,Development of Web Portal Development at Sivaganga Package A,Providing Street Lighting Installation at Tirunelveli Phase II,0.361,0.564,Sivaganga,Tirunelveli,False,9.795882,78.444668,11.633933,77.836932,214896.2,214.896,5000,2023,2021,negative_unrelated_far,rule_based_synthetic,0
TN/TANGEDCO/2023/80_TN/TWAD/2024/32,TN/TWAD/2024/32,TN/TANGEDCO/2023/80,Tamil Nadu Water Supply and Drainage Board,Tamil Nadu Generation and Distribution Corporation,False,Building Construction,Street Lighting Installation,BUILD,POWER,0.408,Related,Upgradation of Building Construction at Tiruchirappalli Stage 1,Development of Street Lighting Installation at Tiruchirappalli Package B,0.622,0.519,Tiruchirappalli,Tiruchirappalli,True,10.780297,78.704444,10.800807,78.680312,3485.57,3.486,5000,2024,2023,positive_related_diff_category_close,rule_based_synthetic,1
TN/HOUSING/2022/73_TN/MSME/2023/39,TN/MSME/2023/39,TN/HOUSING/2022/73,Micro Small and Medium Enterprises Department,Housing and Urban Development Department,False,Survey and Documentation Services,Agricultural Godown Construction,SERVICES,AGRI,0.098,Unrelated,Supply and Commissioning of Survey and Documentation Services at Namakkal,Installation of Agricultural Godown Construction at Namakkal Phase I,0.326,0.161,Namakkal,Namakkal,True,11.217308,78.262046,11.214767,78.24263,2136.49,2.136,5000,2023,2022,hard_negative_close_unrelated,rule_based_synthetic,0
TN/HED/2024/34_TN/HOUSING/2024/55,TN/HOUSING/2024/55,TN/HED/2024/34,Housing and Urban Development Department,Higher Education Department,False,Housing Scheme Construction,Networking and Data Center Setup,BUILD,IT,0.007,Unrelated,Providing Housing Scheme Construction at Thanjavur Package A,Installation of Networking and Data Center Setup at Madurai Stage 1,0.299,0.073,Thanjavur,Madurai,False,10.710928,79.203182,10.383015,78.94702,45974.39,45.974,5000,2024,2024,negative_unrelated_far,rule_based_synthetic,0
TN/MAWS/2023/87_TN/WRD/2022/200,TN/WRD/2022/200,TN/MAWS/2023/87,Water Resources Department,Municipal Administration and Water Supply Department,False,Check Dam Construction,Sewerage Construction,AGRI,WATER,0.545,Related,Maintenance and Repair of Check Dam Construction at Cuddalore Package B,Improvement of Sewerage Construction at Cuddalore Package B,0.677,0.014,Cuddalore,Cuddalore,True,11.708402,79.744096,12.600429,78.874252,137035.38,137.035,5000,2022,2023,hard_negative_related_far,rule_based_synthetic,0
TN/MAWS/2022/107_TN/TOURISM/2021/30,TN/MAWS/2022/107,TN/TOURISM/2021/30,Municipal Administration and Water Supply Department,Tourism Department,False,Water Treatment Plant Construction,Housekeeping and Cleaning Services,WATER,SERVICES,0.125,Unrelated,Construction of Water Treatment Plant Construction at Tiruchirappalli Stage 1,Supply and Commissioning of Housekeeping and Cleaning Services at Tiruchirappalli under Centrally Sponsored Scheme,0.398,0.052,Tiruchirappalli,Tiruchirappalli,True,10.847166,78.64879,10.862529,78.651433,1732.5,1.732,5000,2022,2021,hard_negative_close_unrelated,rule_based_synthetic,0
TN/HED/2022/79_TN/SED/2025/61,TN/SED/2025/61,TN/HED/2022/79,School Education Department,Higher Education Department,False,Housing Scheme Construction,Web Portal Development,BUILD,IT,0.043,Unrelated,Installation of Housing Scheme Construction at Krishnagiri under State Plan,Maintenance and Repair of Web Portal Development at Krishnagiri Zone 2,0.483,0.306,Krishnagiri,Krishnagiri,True,12.529784,78.171942,12.507268,78.181972,2730.16,2.73,5000,2025,2022,hard_negative_close_unrelated,rule_based_synthetic,0
